IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.107.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,5.65
47.91.16.214,2053,2053,true,NRT,Asia Pacific,Tokyo,76,5.65
47.236.144.208,2053,2053,true,SIN,Asia Pacific,Singapore,66,5.64
8.219.107.135,2086,2086,false,SIN,Asia Pacific,Singapore,16,5.64
47.74.43.22,8080,8080,false,NRT,Asia Pacific,Tokyo,73,5.64
47.236.75.113,8443,8443,true,SIN,Asia Pacific,Singapore,87,5.63
8.219.100.168,2086,2086,false,SIN,Asia Pacific,Singapore,10,5.63
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,5.62
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,5.62
47.242.54.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,43,5.62
47.236.144.48,2053,2053,true,SIN,Asia Pacific,Singapore,99,5.62
8.219.98.13,80,80,false,SIN,Asia Pacific,Singapore,14,5.61
8.217.167.88,80,80,false,HKG,Asia Pacific,Hong Kong,47,5.61
47.236.144.48,2082,2082,false,SIN,Asia Pacific,Singapore,11,5.61
8.219.191.40,2096,2096,true,SIN,Asia Pacific,Singapore,94,5.60
8.219.245.187,2096,2096,true,SIN,Asia Pacific,Singapore,138,5.60
47.236.169.15,2053,2053,true,SIN,Asia Pacific,Singapore,91,5.60
8.219.104.242,2052,2052,false,SIN,Asia Pacific,Singapore,21,5.60
8.218.8.142,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,5.59
8.218.48.92,2096,2096,true,HKG,Asia Pacific,Hong Kong,88,5.59
8.218.18.132,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,5.59
8.218.22.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,75,5.58
8.222.137.192,2096,2096,true,SIN,Asia Pacific,Singapore,62,5.58
47.91.31.231,2053,2053,true,NRT,Asia Pacific,Tokyo,85,5.58
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,4,5.57
8.222.187.4,2095,2095,false,SIN,Asia Pacific,Singapore,27,5.57
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,26,5.57
47.243.173.187,80,80,false,HKG,Asia Pacific,Hong Kong,49,5.57
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,135,5.56
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,42,5.56
8.210.250.120,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,5.56
8.222.140.87,2083,2083,true,SIN,Asia Pacific,Singapore,91,5.56
47.76.178.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,105,5.56
8.219.199.220,2096,2096,true,SIN,Asia Pacific,Singapore,114,5.55
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,54,5.55
8.219.195.47,8443,8443,true,SIN,Asia Pacific,Singapore,98,5.55
8.219.51.211,2083,2083,true,SIN,Asia Pacific,Singapore,55,5.55
8.222.162.45,2095,2095,false,SIN,Asia Pacific,Singapore,15,5.54
8.219.193.22,2053,2053,true,SIN,Asia Pacific,Singapore,116,5.54
8.219.194.170,2087,2087,true,SIN,Asia Pacific,Singapore,177,5.54
8.219.98.13,2052,2052,false,SIN,Asia Pacific,Singapore,17,5.53
8.222.138.164,2087,2087,true,SIN,Asia Pacific,Singapore,79,5.53
8.210.107.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,66,5.53
8.222.137.192,2053,2053,true,SIN,Asia Pacific,Singapore,94,5.52
47.236.180.51,8080,8080,false,SIN,Asia Pacific,Singapore,20,5.52
47.74.5.99,2053,2053,true,NRT,Asia Pacific,Tokyo,90,5.52
8.219.77.222,8443,8443,true,SIN,Asia Pacific,Singapore,153,5.52
47.236.164.215,8080,8080,false,SIN,Asia Pacific,Singapore,21,5.52
8.219.142.191,2082,2082,false,SIN,Asia Pacific,Singapore,8,5.52
47.236.83.239,2087,2087,true,SIN,Asia Pacific,Singapore,85,5.51
47.236.170.54,2053,2053,true,SIN,Asia Pacific,Singapore,52,5.51
8.219.177.205,2082,2082,false,SIN,Asia Pacific,Singapore,14,5.51
47.236.145.85,2053,2053,true,SIN,Asia Pacific,Singapore,77,5.50
8.219.242.208,8880,8880,false,SIN,Asia Pacific,Singapore,18,5.49
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,5.49
47.236.158.158,2053,2053,true,SIN,Asia Pacific,Singapore,99,5.48
8.219.178.101,2083,2083,true,SIN,Asia Pacific,Singapore,86,5.48
47.236.93.176,8880,8880,false,SIN,Asia Pacific,Singapore,17,5.47
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,12,5.47
47.242.155.183,8080,8080,false,HKG,Asia Pacific,Hong Kong,80,5.47
8.219.73.21,2096,2096,true,SIN,Asia Pacific,Singapore,64,5.47
8.219.201.174,2096,2096,true,SIN,Asia Pacific,Singapore,18,5.47
8.218.8.142,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,5.46
8.219.107.199,2052,2052,false,SIN,Asia Pacific,Singapore,7,5.46
47.236.125.62,2086,2086,false,NRT,Asia Pacific,Tokyo,92,5.46
47.74.37.50,2096,2096,true,NRT,Asia Pacific,Tokyo,122,5.46
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,81,5.45
8.219.238.145,8880,8880,false,SIN,Asia Pacific,Singapore,15,5.45
47.76.146.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,5.45
8.219.103.57,2087,2087,true,SIN,Asia Pacific,Singapore,47,5.45
8.219.104.242,2083,2083,true,SIN,Asia Pacific,Singapore,122,5.44
8.219.222.8,2052,2052,false,SIN,Asia Pacific,Singapore,20,5.44
47.76.178.146,80,80,false,HKG,Asia Pacific,Hong Kong,41,5.44
8.219.67.133,443,443,true,SIN,Asia Pacific,Singapore,66,5.44
8.219.0.162,443,443,true,SIN,Asia Pacific,Singapore,58,5.44
8.210.65.1,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,5.44
47.242.202.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,100,5.43
47.76.146.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,5.43
8.219.140.63,2086,2086,false,SIN,Asia Pacific,Singapore,13,5.43
8.219.238.145,2087,2087,true,SIN,Asia Pacific,Singapore,96,5.42
8.219.97.179,2083,2083,true,SIN,Asia Pacific,Singapore,93,5.42
8.219.5.10,2053,2053,true,SIN,Asia Pacific,Singapore,56,5.42
47.243.161.235,8443,8443,true,HKG,Asia Pacific,Hong Kong,125,5.42
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,14,5.42
8.219.215.214,2053,2053,true,SIN,Asia Pacific,Singapore,52,5.41
8.222.193.208,2087,2087,true,SIN,Asia Pacific,Singapore,25,5.41
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,5.41
47.242.54.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,77,5.41
47.236.11.84,2082,2082,false,SIN,Asia Pacific,Singapore,29,5.41
47.236.144.48,8080,8080,false,SIN,Asia Pacific,Singapore,7,5.41
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,11,5.40
47.236.174.206,2052,2052,false,SIN,Asia Pacific,Singapore,26,5.40
47.237.8.82,2053,2053,true,SIN,Asia Pacific,Singapore,52,5.40
8.219.222.98,8880,8880,false,SIN,Asia Pacific,Singapore,14,5.40
8.219.210.64,2086,2086,false,SIN,Asia Pacific,Singapore,16,5.40
8.219.196.24,2082,2082,false,SIN,Asia Pacific,Singapore,4,5.39
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,5.39
8.219.103.65,8443,8443,true,SIN,Asia Pacific,Singapore,98,5.38
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,51,5.38
8.219.100.155,2095,2095,false,SIN,Asia Pacific,Singapore,15,5.38
8.219.93.5,2083,2083,true,SIN,Asia Pacific,Singapore,59,5.38
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,5.37
47.243.161.235,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,5.37
8.210.245.224,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,5.36
8.219.60.68,2096,2096,true,SIN,Asia Pacific,Singapore,59,5.36
47.76.32.108,8443,8443,true,HKG,Asia Pacific,Hong Kong,86,5.36
8.219.197.111,8880,8880,false,SIN,Asia Pacific,Singapore,21,5.36
8.222.214.13,2086,2086,false,SIN,Asia Pacific,Singapore,7,5.36
47.76.77.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,79,5.35
47.236.10.100,8880,8880,false,SIN,Asia Pacific,Singapore,119,5.35
8.219.237.250,8443,8443,true,SIN,Asia Pacific,Singapore,102,5.35
47.236.253.41,8080,8080,false,SIN,Asia Pacific,Singapore,15,5.35
47.243.162.49,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,5.35
8.222.222.64,2053,2053,true,SIN,Asia Pacific,Singapore,86,5.35
47.236.116.26,8443,8443,true,SIN,Asia Pacific,Singapore,120,5.34
8.219.50.180,8080,8080,false,SIN,Asia Pacific,Singapore,34,5.34
8.219.73.21,2082,2082,false,SIN,Asia Pacific,Singapore,21,5.34
8.219.197.111,443,443,true,SIN,Asia Pacific,Singapore,108,5.34
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,87,5.33
47.76.77.103,2052,2052,false,HKG,Asia Pacific,Hong Kong,70,5.33
8.219.206.53,2096,2096,true,SIN,Asia Pacific,Singapore,110,5.33
47.245.86.230,2083,2083,true,SIN,Asia Pacific,Singapore,72,5.33
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,75,5.33
8.218.65.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,107,5.32
47.91.16.214,2096,2096,true,NRT,Asia Pacific,Tokyo,84,5.32
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,5.32
47.236.104.11,80,80,false,SIN,Asia Pacific,Singapore,11,5.32
47.76.146.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,65,5.32
8.217.207.60,443,443,true,HKG,Asia Pacific,Hong Kong,78,5.32
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,9,5.31
47.236.104.11,8443,8443,true,SIN,Asia Pacific,Singapore,75,5.31
47.91.16.214,2083,2083,true,NRT,Asia Pacific,Tokyo,91,5.31
8.210.245.224,2053,2053,true,HKG,Asia Pacific,Hong Kong,40,5.31
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,19,5.30
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,106,5.30
8.219.201.8,2082,2082,false,SIN,Asia Pacific,Singapore,6,5.30
8.217.159.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,5.29
47.243.70.197,2086,2086,false,HKG,Asia Pacific,Hong Kong,68,5.29
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,25,5.29
8.218.22.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,5.29
8.219.222.98,2053,2053,true,SIN,Asia Pacific,Singapore,106,5.27
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,26,5.27
8.218.11.90,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,5.27
8.219.11.158,2096,2096,true,SIN,Asia Pacific,Singapore,55,5.27
47.74.13.122,2086,2086,false,NRT,Asia Pacific,Tokyo,73,5.26
8.210.192.93,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,5.26
8.218.2.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,84,5.26
8.210.65.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,5.26
8.210.146.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,5.26
47.236.180.51,2087,2087,true,SIN,Asia Pacific,Singapore,37,5.25
8.219.213.112,80,80,false,SIN,Asia Pacific,Singapore,9,5.25
8.219.206.53,2087,2087,true,SIN,Asia Pacific,Singapore,130,5.25
8.219.213.112,2082,2082,false,SIN,Asia Pacific,Singapore,26,5.24
8.219.213.112,443,443,true,SIN,Asia Pacific,Singapore,90,5.24
8.218.85.128,443,443,true,HKG,Asia Pacific,Hong Kong,72,5.24
8.219.242.208,2083,2083,true,SIN,Asia Pacific,Singapore,96,5.24
47.236.7.106,2082,2082,false,SIN,Asia Pacific,Singapore,72,5.24
47.237.8.82,8880,8880,false,SIN,Asia Pacific,Singapore,25,5.23
47.243.86.79,80,80,false,HKG,Asia Pacific,Hong Kong,42,5.23
8.210.192.93,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,5.22
47.76.49.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,5.22
47.243.70.197,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,5.22
8.222.212.172,2095,2095,false,SIN,Asia Pacific,Singapore,7,5.22
47.242.232.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,5.21
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,43,5.21
8.219.0.162,8443,8443,true,SIN,Asia Pacific,Singapore,44,5.20
8.222.213.221,2086,2086,false,SIN,Asia Pacific,Singapore,6,5.20
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,10,5.20
47.76.146.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,5.20
8.219.177.205,8880,8880,false,SIN,Asia Pacific,Singapore,4,5.20
8.217.147.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,5.20
8.222.197.251,8443,8443,true,SIN,Asia Pacific,Singapore,74,5.20
8.219.42.72,8443,8443,true,SIN,Asia Pacific,Singapore,49,5.19
47.236.169.15,2087,2087,true,SIN,Asia Pacific,Singapore,57,5.19
47.242.171.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,5.19
47.242.174.27,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,5.19
47.74.13.122,8880,8880,false,NRT,Asia Pacific,Tokyo,75,5.19
47.243.162.49,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,5.19
47.245.108.213,80,80,false,SIN,Asia Pacific,Singapore,35,5.19
8.219.251.81,2083,2083,true,SIN,Asia Pacific,Singapore,99,5.19
8.222.236.229,2053,2053,true,SIN,Asia Pacific,Singapore,75,5.18
8.219.198.34,2087,2087,true,SIN,Asia Pacific,Singapore,57,5.18
8.219.0.162,2087,2087,true,SIN,Asia Pacific,Singapore,102,5.17
47.236.11.84,2087,2087,true,SIN,Asia Pacific,Singapore,63,5.17
8.219.103.126,8443,8443,true,SIN,Asia Pacific,Singapore,121,5.17
8.218.52.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,5.17
47.243.203.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,5.17
8.222.164.209,8443,8443,true,SIN,Asia Pacific,Singapore,52,5.16
8.210.250.120,2083,2083,true,HKG,Asia Pacific,Hong Kong,99,5.16
47.91.31.231,8880,8880,false,NRT,Asia Pacific,Tokyo,85,5.16
8.219.201.245,2082,2082,false,SIN,Asia Pacific,Singapore,30,5.16
47.236.7.106,2086,2086,false,SIN,Asia Pacific,Singapore,17,5.16
8.219.222.98,2083,2083,true,SIN,Asia Pacific,Singapore,183,5.15
47.236.253.41,2087,2087,true,SIN,Asia Pacific,Singapore,96,5.15
8.219.228.186,8080,8080,false,SIN,Asia Pacific,Singapore,8,5.15
47.236.144.48,2053,2053,true,SIN,Asia Pacific,Singapore,132,5.15
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,65,5.15
8.217.91.121,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,5.14
8.210.146.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,140,5.14
47.74.37.50,80,80,false,NRT,Asia Pacific,Tokyo,72,5.14
8.219.13.143,2087,2087,true,SIN,Asia Pacific,Singapore,90,5.14
47.236.144.48,2095,2095,false,SIN,Asia Pacific,Singapore,23,5.13
8.210.250.120,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,5.13
47.243.161.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,5.13
8.219.145.245,2052,2052,false,SIN,Asia Pacific,Singapore,14,5.13
8.219.206.180,2053,2053,true,SIN,Asia Pacific,Singapore,52,5.12
47.243.162.49,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,5.12
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,20,5.12
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,11,5.11
47.243.162.49,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,5.11
8.222.214.13,2095,2095,false,SIN,Asia Pacific,Singapore,14,5.11
8.219.241.189,2083,2083,true,SIN,Asia Pacific,Singapore,140,5.11
8.219.104.242,8880,8880,false,SIN,Asia Pacific,Singapore,15,5.11
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,31,5.10
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,53,5.10
47.76.178.146,2096,2096,true,HKG,Asia Pacific,Hong Kong,74,5.09
47.91.31.231,2087,2087,true,NRT,Asia Pacific,Tokyo,92,5.08
8.210.119.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,5.08
47.236.169.164,8443,8443,true,SIN,Asia Pacific,Singapore,35,5.08
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,5.08
8.219.60.68,2082,2082,false,SIN,Asia Pacific,Singapore,16,5.08
8.219.142.191,2083,2083,true,SIN,Asia Pacific,Singapore,64,5.08
47.74.43.171,2086,2086,false,NRT,Asia Pacific,Tokyo,76,5.07
47.91.16.214,8443,8443,true,NRT,Asia Pacific,Tokyo,76,5.07
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,5.06
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,5.06
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,41,5.06
8.210.66.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,5.06
47.236.145.85,8080,8080,false,SIN,Asia Pacific,Singapore,40,5.05
47.243.162.49,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,5.05
8.219.237.250,2086,2086,false,SIN,Asia Pacific,Singapore,9,5.05
8.218.8.142,80,80,false,HKG,Asia Pacific,Hong Kong,55,5.05
8.219.77.222,2096,2096,true,SIN,Asia Pacific,Singapore,20,5.05
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,25,5.05
8.218.207.169,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,5.05
47.236.146.249,2053,2053,true,SIN,Asia Pacific,Singapore,51,5.04
8.210.146.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,99,5.04
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,69,5.04
47.236.104.11,8080,8080,false,SIN,Asia Pacific,Singapore,26,5.04
47.243.173.187,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,5.04
8.219.213.112,2087,2087,true,SIN,Asia Pacific,Singapore,90,5.04
8.219.156.148,2096,2096,true,SIN,Asia Pacific,Singapore,126,5.03
8.219.251.81,2087,2087,true,SIN,Asia Pacific,Singapore,125,5.03
8.219.241.189,2083,2083,true,SIN,Asia Pacific,Singapore,69,5.03
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,71,5.03
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,8,5.03
47.236.253.41,2083,2083,true,SIN,Asia Pacific,Singapore,69,5.03
47.91.31.231,8443,8443,true,NRT,Asia Pacific,Tokyo,102,5.02
8.222.146.222,2053,2053,true,SIN,Asia Pacific,Singapore,66,5.02
8.219.12.152,2052,2052,false,SIN,Asia Pacific,Singapore,23,5.02
8.222.138.164,2096,2096,true,SIN,Asia Pacific,Singapore,68,5.02
47.236.253.41,2053,2053,true,SIN,Asia Pacific,Singapore,73,5.02
8.219.206.53,2053,2053,true,SIN,Asia Pacific,Singapore,130,5.02
8.219.110.88,2053,2053,true,SIN,Asia Pacific,Singapore,70,5.01
8.210.156.6,443,443,true,HKG,Asia Pacific,Hong Kong,106,5.01
8.219.222.8,443,443,true,SIN,Asia Pacific,Singapore,144,5.01
47.236.10.100,8443,8443,true,SIN,Asia Pacific,Singapore,49,5.01
8.219.188.162,8443,8443,true,SIN,Asia Pacific,Singapore,79,5.01
47.236.11.84,8443,8443,true,SIN,Asia Pacific,Singapore,41,5.01
8.219.198.34,2087,2087,true,SIN,Asia Pacific,Singapore,101,5.01
8.219.5.10,2095,2095,false,SIN,Asia Pacific,Singapore,3,5.01
8.219.198.139,2087,2087,true,SIN,Asia Pacific,Singapore,80,5.00
8.219.122.96,2087,2087,true,SIN,Asia Pacific,Singapore,94,5.00
47.76.37.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,5.00
47.243.161.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,5.00
8.219.1.92,2082,2082,false,SIN,Asia Pacific,Singapore,17,5.00
8.222.193.65,8443,8443,true,SIN,Asia Pacific,Singapore,138,4.99
47.236.116.182,8443,8443,true,SIN,Asia Pacific,Singapore,60,4.99
47.243.107.148,443,443,true,HKG,Asia Pacific,Hong Kong,61,4.99
8.210.250.120,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,4.99
8.219.202.130,8443,8443,true,SIN,Asia Pacific,Singapore,68,4.99
8.218.48.92,8880,8880,false,HKG,Asia Pacific,Hong Kong,77,4.99
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,4.99
8.222.136.247,2083,2083,true,SIN,Asia Pacific,Singapore,65,4.99
8.219.193.202,2087,2087,true,SIN,Asia Pacific,Singapore,127,4.99
47.245.107.174,443,443,true,SIN,Asia Pacific,Singapore,98,4.98
8.222.146.222,8080,8080,false,SIN,Asia Pacific,Singapore,5,4.98
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,72,4.98
47.236.10.100,2083,2083,true,SIN,Asia Pacific,Singapore,45,4.98
8.222.224.17,2087,2087,true,SIN,Asia Pacific,Singapore,80,4.98
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,4.98
8.219.194.170,2083,2083,true,SIN,Asia Pacific,Singapore,101,4.98
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,9,4.98
47.236.144.48,2086,2086,false,SIN,Asia Pacific,Singapore,5,4.98
47.245.115.6,8080,8080,false,SIN,Asia Pacific,Singapore,21,4.97
8.219.198.34,2083,2083,true,SIN,Asia Pacific,Singapore,83,4.97
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,41,4.97
8.219.51.211,2052,2052,false,SIN,Asia Pacific,Singapore,119,4.97
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,144,4.97
8.210.250.120,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,4.97
8.219.206.180,2086,2086,false,SIN,Asia Pacific,Singapore,33,4.97
8.219.66.156,2086,2086,false,NRT,Asia Pacific,Tokyo,73,4.96
47.243.173.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,4.96
47.236.253.41,2095,2095,false,SIN,Asia Pacific,Singapore,20,4.96
8.210.107.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,4.96
8.217.221.165,2095,2095,false,HKG,Asia Pacific,Hong Kong,71,4.96
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,45,4.95
8.219.40.255,8880,8880,false,SIN,Asia Pacific,Singapore,6,4.95
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,5,4.95
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,36,4.95
8.219.87.34,2052,2052,false,SIN,Asia Pacific,Singapore,36,4.95
8.210.250.120,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,4.94
47.236.150.13,2096,2096,true,SIN,Asia Pacific,Singapore,59,4.94
8.219.195.47,2086,2086,false,SIN,Asia Pacific,Singapore,47,4.94
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,39,4.94
47.236.97.90,8443,8443,true,SIN,Asia Pacific,Singapore,105,4.93
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,4.93
47.76.49.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,112,4.93
8.219.84.102,80,80,false,SIN,Asia Pacific,Singapore,15,4.93
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,191,4.93
47.74.45.143,2086,2086,false,NRT,Asia Pacific,Tokyo,79,4.92
8.210.192.93,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,4.92
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,4.92
47.243.162.49,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,4.91
47.245.93.74,8880,8880,false,SIN,Asia Pacific,Singapore,5,4.91
8.219.201.174,2053,2053,true,SIN,Asia Pacific,Singapore,90,4.91
8.210.151.69,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,4.91
47.245.93.74,2052,2052,false,SIN,Asia Pacific,Singapore,35,4.91
47.74.7.51,80,80,false,NRT,Asia Pacific,Tokyo,102,4.91
8.219.188.162,2096,2096,true,SIN,Asia Pacific,Singapore,88,4.90
47.236.5.223,2087,2087,true,SIN,Asia Pacific,Singapore,64,4.90
47.245.108.213,2086,2086,false,SIN,Asia Pacific,Singapore,16,4.90
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,4.89
47.74.43.95,2096,2096,true,NRT,Asia Pacific,Tokyo,86,4.89
47.76.80.72,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,4.89
8.222.128.131,2096,2096,true,SIN,Asia Pacific,Singapore,45,4.89
47.236.145.85,2052,2052,false,SIN,Asia Pacific,Singapore,55,4.88
47.242.155.183,2053,2053,true,HKG,Asia Pacific,Hong Kong,84,4.88
47.74.43.95,2087,2087,true,NRT,Asia Pacific,Tokyo,74,4.88
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,29,4.88
8.219.106.15,8880,8880,false,SIN,Asia Pacific,Singapore,10,4.88
8.210.117.18,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,4.88
8.219.107.199,8880,8880,false,SIN,Asia Pacific,Singapore,16,4.88
8.222.244.123,8080,8080,false,SIN,Asia Pacific,Singapore,5,4.87
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,45,4.86
8.217.250.5,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,4.86
47.76.146.1,443,443,true,HKG,Asia Pacific,Hong Kong,62,4.86
8.210.9.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,4.85
8.218.11.90,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,4.85
47.236.158.158,2086,2086,false,SIN,Asia Pacific,Singapore,9,4.85
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,4.85
8.219.151.193,2053,2053,true,SIN,Asia Pacific,Singapore,101,4.84
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,16,4.84
8.219.73.188,2087,2087,true,SIN,Asia Pacific,Singapore,104,4.84
8.219.210.64,2083,2083,true,SIN,Asia Pacific,Singapore,145,4.84
47.236.254.120,2087,2087,true,SIN,Asia Pacific,Singapore,72,4.83
8.219.174.142,2083,2083,true,SIN,Asia Pacific,Singapore,109,4.83
8.218.207.169,80,80,false,HKG,Asia Pacific,Hong Kong,42,4.83
8.219.4.122,2053,2053,true,SIN,Asia Pacific,Singapore,99,4.82
47.245.93.74,8443,8443,true,SIN,Asia Pacific,Singapore,99,4.82
8.217.49.34,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,4.82
8.219.159.232,2083,2083,true,SIN,Asia Pacific,Singapore,99,4.82
